,impath,label,Hmax,Wmax,Attnlabel
547,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_548.png," ""(Builders)""",1410,2155,[ 1  3  5  8 27 74 62 65 57 58 71 72  9  5  2]
548,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_549.png," ""Limted""",1410,2155,[ 1  3  5 37 62 66 73 58 57  5  2]
549,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_550.png," ""CELCON""",1410,2155,[ 1  3  5 28 30 37 28 40 39  5  2]
550,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_551.png," ""www.celcon.co.uk""",1410,2155,[ 1  3  5 76 76 76 11 56 58 65 56 68 67 11 56 68 11 74 64  5  2]
551,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_552.png," ""No""",1410,2155,[ 1  3  5 39 68  5  2]
552,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_553.png," ""cycling""",1410,2155,[ 1  3  5 56 78 56 65 62 67 60  5  2]
553,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_554.png," ""COSTA""",1410,2155,[ 1  3  5 28 40 44 45 26  5  2]
554,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_555.png," ""MED""",1410,2155,[ 1  3  5 38 30 29  5  2]
555,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_556.png," ""mediterranean""",1410,2155,[ 1  3  5 66 58 57 62 73 58 71 71 54 67 58 54 67  5  2]
556,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_557.png," ""cuisine""",1410,2155,[ 1  3  5 56 74 62 72 62 67 58  5  2]
557,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_558.png," ""FIRED""",1410,2155,[ 1  3  5 31 34 43 30 29  5  2]
558,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_559.png," ""EARTH""",1410,2155,[ 1  3  5 30 26 43 45 33  5  2]
559,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_560.png," ""lowns-uk.co""",1410,2155,[ 1  3  5 65 68 76 67 72 10 74 64 11 56 68  5  2]
560,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_561.png," ""HOME""",1410,2155,[ 1  3  5 33 40 38 30  5  2]
561,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_562.png," ""ENTERTAINMENT""",1410,2155,[ 1  3  5 30 39 45 30 43 45 26 34 39 38 30 39 45  5  2]
562,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_563.png," ""HFC""",1410,2155,[ 1  3  5 33 31 28  5  2]
563,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_564.png," ""BANK""",1410,2155,[ 1  3  5 27 26 39 36  5  2]
564,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_565.png," ""STAR""",1410,2155,[ 1  3  5 44 45 26 43  5  2]
565,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_566.png," ""WARS""",1410,2155,[ 1  3  5 48 26 43 44  5  2]
566,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_567.png," ""EPISODE""",1410,2155,[ 1  3  5 30 41 34 44 40 29 30  5  2]
567,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_568.png," ""II:""",1410,2155,[ 1  3  5 34 34 23  5  2]
568,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_569.png," ""ATTACK""",1410,2155,[ 1  3  5 26 45 45 26 28 36  5  2]
569,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_570.png," ""OF""",1410,2155,[ 1  3  5 40 31  5  2]
570,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_571.png," ""THE""",1410,2155,[ 1  3  5 45 33 30  5  2]
571,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_572.png," ""CLONES""",1410,2155,[ 1  3  5 28 37 40 39 30 44  5  2]
572,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_573.png," ""STAR""",1410,2155,[ 1  3  5 44 45 26 43  5  2]
573,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_574.png," ""WARS""",1410,2155,[ 1  3  5 48 26 43 44  5  2]
574,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_575.png," ""SPIDER-MAN""",1410,2155,[ 1  3  5 44 41 34 29 30 43 10 38 26 39  5  2]
575,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_576.png," ""TRANSFORMERS""",1410,2155,[ 1  3  5 45 43 26 39 44 31 40 43 38 30 43 44  5  2]
576,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_577.png," ""ARMADA""",1410,2155,[ 1  3  5 26 43 38 26 29 26  5  2]
577,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_578.png," ""NATURAL""",1410,2155,[ 1  3  5 39 26 45 46 43 26 37  5  2]
578,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_579.png," ""HISTORY""",1410,2155,[ 1  3  5 33 34 44 45 40 43 50  5  2]
579,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_580.png," ""MUSEUM""",1410,2155,[ 1  3  5 38 46 44 30 46 38  5  2]
580,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_581.png," ""CLOSING""",1410,2155,[ 1  3  5 28 37 40 44 34 39 32  5  2]
581,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_582.png," ""DOWN""",1410,2155,[ 1  3  5 29 40 48 39  5  2]
582,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_583.png," ""SALE""",1410,2155,[ 1  3  5 44 26 37 30  5  2]
583,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_584.png," ""one""",1410,2155,[ 1  3  5 68 67 58  5  2]
584,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_585.png," ""hour""",1410,2155,[ 1  3  5 61 68 74 71  5  2]
585,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_586.png," ""the""",1410,2155,[ 1  3  5 73 61 58  5  2]
586,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_587.png," ""eyecare""",1410,2155,[ 1  3  5 58 78 58 56 54 71 58  5  2]
587,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_588.png," ""clinic""",1410,2155,[ 1  3  5 56 65 62 67 62 56  5  2]
588,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_589.png," ""contact""",1410,2155,[ 1  3  5 56 68 67 73 54 56 73  5  2]
589,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_590.png," ""lens""",1410,2155,[ 1  3  5 65 58 67 72  5  2]
590,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_591.png," ""centre""",1410,2155,[ 1  3  5 56 58 67 73 71 58  5  2]
591,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_592.png," ""act""",1410,2155,[ 1  3  5 54 56 73  5  2]
592,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_593.png," ""one""",1410,2155,[ 1  3  5 68 67 58  5  2]
593,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_594.png," ""bar.co.uk""",1410,2155,[ 1  3  5 55 54 71 11 56 68 11 74 64  5  2]
594,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_595.png," ""FUN""",1410,2155,[ 1  3  5 31 46 39  5  2]
595,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_596.png," ""FASHION""",1410,2155,[ 1  3  5 31 26 44 33 34 40 39  5  2]
596,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_597.png," ""LADIES""",1410,2155,[ 1  3  5 37 26 29 34 30 44  5  2]
597,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_598.png," ""LINGERIE""",1410,2155,[ 1  3  5 37 34 39 32 30 43 34 30  5  2]
598,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_599.png," ""SHOP""",1410,2155,[ 1  3  5 44 33 40 41  5  2]
599,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_600.png," ""01206368166""",1410,2155,[ 1  3  5 13 14 15 13 19 16 19 21 14 19 19  5  2]
600,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_601.png," ""FUNFASHION@HOTMAIL.COM""",1410,2155,"[ 1  3  5 31 46 39 31 26 44 33 34 40 39 25 33 40 45 38 26 34 37 11 28 40
 38  5  2]"
601,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_602.png," ""S""",1410,2155,[ 1  3  5 44  5  2]
602,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_603.png," ""3""",1410,2155,[ 1  3  5 16  5  2]
603,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_604.png," ""P""",1410,2155,[ 1  3  5 41  5  2]
604,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_605.png," ""Counselling""",1410,2155,[ 1  3  5 28 68 74 67 72 58 65 65 62 67 60  5  2]
605,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_606.png," ""Helpline""",1410,2155,[ 1  3  5 33 58 65 69 65 62 67 58  5  2]
606,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_607.png," ""Lifelines""",1410,2155,[ 1  3  5 37 62 59 58 65 62 67 58 72  5  2]
607,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_608.png," ""Family""",1410,2155,[ 1  3  5 31 54 66 62 65 78  5  2]
608,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_609.png," ""Support""",1410,2155,[ 1  3  5 44 74 69 69 68 71 73  5  2]
609,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_610.png," ""UK""",1410,2155,[ 1  3  5 46 36  5  2]
610,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_611.png," ""DANCE""",1410,2155,[ 1  3  5 29 26 39 28 30  5  2]
611,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_612.png," ""PROTOTYPE""",1410,2155,[ 1  3  5 41 43 40 45 40 45 50 41 30  5  2]
612,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_613.png," ""&""",1410,2155,[1 3 5 6 5 2]
613,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_614.png," ""INSPIRED""",1410,2155,[ 1  3  5 34 39 44 41 34 43 30 29  5  2]
614,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_615.png," ""RECORDS""",1410,2155,[ 1  3  5 43 30 28 40 43 29 44  5  2]
615,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_616.png," ""First""",1410,2155,[ 1  3  5 31 62 71 72 73  5  2]
616,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_617.png," ""Eastern""",1410,2155,[ 1  3  5 30 54 72 73 58 71 67  5  2]
617,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_618.png," ""National""",1410,2155,[ 1  3  5 39 54 73 62 68 67 54 65  5  2]
618,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_619.png," ""Bus""",1410,2155,[ 1  3  5 27 74 72  5  2]
619,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_620.png," ""Times""",1410,2155,[ 1  3  5 45 62 66 58 72  5  2]
620,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_621.png," ""Next""",1410,2155,[ 1  3  5 39 58 77 73  5  2]
621,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_622.png," ""Departure""",1410,2155,[ 1  3  5 29 58 69 54 71 73 74 71 58  5  2]
622,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_623.png," ""12:31""",1410,2155,[ 1  3  5 14 15 23 16 14  5  2]
623,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_624.png," ""GENE""",1410,2155,[ 1  3  5 32 30 39 30  5  2]
624,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_625.png," ""2C""",1410,2155,[ 1  3  5 15 28  5  2]
625,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_626.png," ""FIRST""",1410,2155,[ 1  3  5 31 34 43 44 45  5  2]
626,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_627.png," ""EA""",1410,2155,[ 1  3  5 30 26  5  2]
627,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_628.png," ""KNOW""",1410,2155,[ 1  3  5 36 39 40 48  5  2]
628,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_629.png," ""YOUR""",1410,2155,[ 1  3  5 50 40 46 43  5  2]
629,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_630.png," ""First""",1410,2155,[ 1  3  5 31 62 71 72 73  5  2]
630,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_631.png," ""TICKET!""",1410,2155,[ 1  3  5 45 34 28 36 30 45  4  5  2]
631,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_632.png," ""London""",1410,2155,[ 1  3  5 37 68 67 57 68 67  5  2]
632,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_633.png," ""Ipswich""",1410,2155,[ 1  3  5 34 69 72 76 62 56 61  5  2]
633,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_634.png," ""(A12)""",1410,2155,[ 1  3  5  8 26 14 15  9  5  2]
634,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_635.png," ""Town""",1410,2155,[ 1  3  5 45 68 76 67  5  2]
635,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_636.png," ""Centre""",1410,2155,[ 1  3  5 28 58 67 73 71 58  5  2]
636,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_637.png," ""Longridge""",1410,2155,[ 1  3  5 37 68 67 60 71 62 57 60 58  5  2]
637,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_638.png," ""Park""",1410,2155,[ 1  3  5 41 54 71 64  5  2]
638,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_639.png," ""PREMIER""",1410,2155,[ 1  3  5 41 43 30 38 34 30 43  5  2]
639,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_640.png," ""TEAM""",1410,2155,[ 1  3  5 45 30 26 38  5  2]
640,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_641.png," ""Famous""",1410,2155,[ 1  3  5 31 54 66 68 74 72  5  2]
641,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_642.png," ""for""",1410,2155,[ 1  3  5 59 68 71  5  2]
642,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_643.png," ""our""",1410,2155,[ 1  3  5 68 74 71  5  2]
643,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_644.png," ""fish""",1410,2155,[ 1  3  5 59 62 72 61  5  2]
644,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_645.png," ""&""",1410,2155,[1 3 5 6 5 2]
645,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_646.png," ""chips""",1410,2155,[ 1  3  5 56 61 62 69 72  5  2]
646,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_647.png," ""BUFFETT""",1410,2155,[ 1  3  5 27 46 31 31 30 45 45  5  2]
647,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_648.png," ""WAY""",1410,2155,[ 1  3  5 48 26 50  5  2]
648,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_649.png," ""CUL""",1410,2155,[ 1  3  5 28 46 37  5  2]
649,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_650.png," ""-""",1410,2155,[ 1  3  5 10  5  2]
650,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_651.png," ""DE""",1410,2155,[ 1  3  5 29 30  5  2]
651,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_652.png," ""-""",1410,2155,[ 1  3  5 10  5  2]
652,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_653.png," ""SAC""",1410,2155,[ 1  3  5 44 26 28  5  2]
653,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_654.png," ""University""",1410,2155,[ 1  3  5 46 67 62 75 58 71 72 62 73 78  5  2]
654,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_655.png," ""of""",1410,2155,[ 1  3  5 68 59  5  2]
655,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_656.png," ""Essex""",1410,2155,[ 1  3  5 30 72 72 58 77  5  2]
656,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_657.png," ""1""",1410,2155,[ 1  3  5 14  5  2]
657,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_658.png," ""leading""",1410,2155,[ 1  3  5 65 58 54 57 62 67 60  5  2]
658,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_659.png," ""to""",1410,2155,[ 1  3  5 73 68  5  2]
659,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_660.png," ""Wivenhoe""",1410,2155,[ 1  3  5 48 62 75 58 67 61 68 58  5  2]
660,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_661.png," ""Trail""",1410,2155,[ 1  3  5 45 71 54 62 65  5  2]
661,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_662.png," ""114""",1410,2155,[ 1  3  5 14 14 17  5  2]
662,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_663.png," ""Greenstead""",1410,2155,[ 1  3  5 32 71 58 58 67 72 73 58 54 57  5  2]
663,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_664.png," ""centre""",1410,2155,[ 1  3  5 56 58 67 73 71 58  5  2]
664,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_665.png," ""12""",1410,2155,[ 1  3  5 14 15  5  2]
665,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_666.png," ""2""",1410,2155,[ 1  3  5 15  5  2]
666,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_667.png," ""DANGER""",1410,2155,[ 1  3  5 29 26 39 32 30 43  5  2]
667,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_668.png," ""KEEP""",1410,2155,[ 1  3  5 36 30 30 41  5  2]
668,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_669.png," ""OUT""",1410,2155,[ 1  3  5 40 46 45  5  2]
669,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_670.png," ""BMC""",1410,2155,[ 1  3  5 27 38 28  5  2]
670,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_671.png," ""P.O.""",1410,2155,[ 1  3  5 41 11 40 11  5  2]
671,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_672.png," ""75""",1410,2155,[ 1  3  5 20 18  5  2]
672,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_673.png," ""No25""",1410,2155,[ 1  3  5 39 68 15 18  5  2]
673,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_674.png," ""S""",1410,2155,[ 1  3  5 44  5  2]
674,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_675.png," ""University""",1410,2155,[ 1  3  5 46 67 62 75 58 71 72 62 73 78  5  2]
675,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_676.png," ""of""",1410,2155,[ 1  3  5 68 59  5  2]
676,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_677.png," ""Essex""",1410,2155,[ 1  3  5 30 72 72 58 77  5  2]
677,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_678.png," ""34""",1410,2155,[ 1  3  5 16 17  5  2]
678,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_679.png," ""leading""",1410,2155,[ 1  3  5 65 58 54 57 62 67 60  5  2]
679,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_680.png," ""to""",1410,2155,[ 1  3  5 73 68  5  2]
680,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_681.png," ""Wivenhoe""",1410,2155,[ 1  3  5 48 62 75 58 67 61 68 58  5  2]
681,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_682.png," ""Trail""",1410,2155,[ 1  3  5 45 71 54 62 65  5  2]
682,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_683.png," ""1""",1410,2155,[ 1  3  5 14  5  2]
683,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_684.png," ""Greenstead""",1410,2155,[ 1  3  5 32 71 58 58 67 72 73 58 54 57  5  2]
684,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_685.png," ""centre""",1410,2155,[ 1  3  5 56 58 67 73 71 58  5  2]
